146,main-captions,MSRvid,En man dansar.,En man sjunger.,1.25,A man is dancing,A man is singing
148,main-captions,MSRvid,Mannen vandrar i skogen.,En man spårar i skogen.,3.0,The man is hiking in the woods,A man is tracking in the wood
152,main-captions,MSRvid,En man äter en pizza.,En man äter mat.,3.6,A man is eating a pizza,A man is eating a food
155,main-captions,MSRvid,En kvinna slår en man.,En kvinna tar ett bad.,0.2,A woman is hitting a man,A woman is taking a bath
157,main-captions,MSRvid,En man talar.,En man dansar.,1.2,A man is speaking,A man is dancing
158,main-captions,MSRvid,En man dansar.,En man talar.,1.2,A man is dancing,A man is speaking
159,main-captions,MSRvid,En person kammar ett katthår.,En person borstar en katt.,4.4,A person is combing a cat hair,A person is brushing a cat
163,main-captions,MSRvid,Valpen försökte komma ut ur badkaret.,En valp försöker komma ur ett badkar.,4.4,The puppy tried to get out of the tub,A puppy is trying to get out of a bathtub
177,main-captions,MSRvid,En man stirrar på ett blad.,En man skär en grönsak.,0.8,A man is staring at a leaf,A man is slicing a vegetable
180,main-captions,MSRvid,Mannen spelar tangentbordet.,En man spelar gitarr.,2.2,The man is playing the keyboards,A man is playing guitar
182,main-captions,MSRvid,En kvinna spelar flöjten.,En man spelar ett tangentbord.,1.0,A woman is playing the flute,A man is playing a keyboard
183,main-captions,MSRvid,En man rider på en häst.,En kvinna rider på en elefant.,1.533,A man is riding on a horse,A woman is riding an elephant
184,main-captions,MSRvid,En man spelar flöjt.,En man dansar.,0.2,A man is playing flute,A man is dancing
187,main-captions,MSRvid,En kvinna skär potatis.,En kvinna rider på en häst.,0.75,A woman is cutting potato,A woman is riding a horse
188,main-captions,MSRvid,En papegoja pratar.,En papegoja pratar in i en mikrofon.,3.0,A parrot is talking,A parrot is talking into a microphone
189,main-captions,MSRvid,En man sjunger in i en mikrofon.,En man dansar i regnet.,0.4,A man is singing into a microphone,A man is dancing in the rain
190,main-captions,MSRvid,En kvinna tränar.,En kvinna lyfter vikter.,3.4,A woman is exercising,A woman lifts weights
193,main-captions,MSRvid,En kille rider på en häst.,En man rider på en häst i öknen.,3.4,A guy is riding a horse,A man is riding a horse in the desert
194,main-captions,MSRvid,En hund stjäl mat från ett kylskåp.,Hunden tog ut något ur kylen.,3.2,A dog is stealing food from a refrigerator,The dog took something out of the refrigerator
200,main-captions,MSRvid,Pojken spelar piano.,Kvinnan häller olja i pannan.,0.0,The boy is playing the piano,The woman is pouring oil into the pan
201,main-captions,MSRvid,En man skär en potatis.,En kvinna klättrar en stenmur.,0.0,A man is cutting a potato,A woman is climbing a rock wall
208,main-captions,MSRvid,En man står på taket och spelar en fiol.,En man dansar på taket.,1.8,A man is standing on a roof top playing a violin,A man is on a roof dancing
219,main-captions,MSRvid,En man spelar en gitarr och sjunger på en scen.,En man spelar elgitarr.,3.2,A man is playing a guitar and singing on a stage,A man is playing the electric guitar
222,main-captions,MSRvid,En kvinna rider på en häst på stranden.,En kvinna tvättar en skål.,0.2,A woman is riding a horse on the beach,A woman is washing a bowl
230,main-captions,MSRvid,En kvinna skivar stor paprika.,En man spelar ett instrument.,0.0,A woman is slicing big pepper,A man is playing an instrument
232,main-captions,MSRvid,En baby kryper glatt.,En katt går på trägolvet.,0.1,A baby is crawling happily,A cat is walking on hardwood floor
238,main-captions,MSRvid,Fågeln tar ett bad under kranen.,En fågel badar i ett handfat.,4.4289,The bird is taking a bath under the faucet,A bird is bathing in a sink
241,main-captions,MSRvid,Mannen försöker mata ormen med en mus.,En man arbetar på sin bärbara dator.,0.8,The man is trying to feed the snake with a mouse,A man is working on his laptop
243,main-captions,MSRvid,En katt leker med en vattenmelon på ett golv.,En man häller olja i en kastrull.,0.0,A cat is playing with a watermelon on a floor,A man is pouring oil into a pan
245,main-captions,MSRvid,En kock skivar morot.,En person ritar en bild.,0.0,A chef is slicing carrot,A person is drawing a picture
251,main-captions,images,En katt som står på trädgrenar.,En svartvit katt ligger högt upp på trädgrenar.,3.6,A cat standing on tree branches,A black and white cat is high up on tree branches
252,main-captions,images,Lammet tittar på kameran.,En liten fågel som står på en stock vid vattenkanten.,0.0,The lamb is looking at the camera,A small bird standing on a log at the waters edge
256,main-captions,images,En grupp människor äter vid ett bord utanför.,En grupp äldre människor poserar runt ett matbord.,2.6,A group of people eat at a table outside,A group of elderly people pose around a dining table
264,main-captions,images,Lammet tittar på kameran.,En katt som tittar på kameran.,0.8,The lamb is looking at the camera,A cat looking at the camera
270,main-captions,images,Ett svart tåg rör sig nerför spåren.,Ett mestadels svart tåg på en bana.,3.0,A black train moves down the tracks,A mostly black train on a track
274,main-captions,images,Två flygplan i himlen.,Ett plan i himlen.,2.4,Two airplanes in the sky,A plane in the sky
276,main-captions,images,En katt som tittar på kameran.,"En grå, svart och vit katt som tittar på kameran.",4.0,A cat looking at the camera,"A grey, black, and white cat looking at the camera"
280,main-captions,images,Ett svartvitt foto av en gammal tågstation.,Ett svartvitt foto av en katt som sitter på en soffa.,0.8,A black and white photo of an old train station,A black and white photo of a cat sitting on a sofa
295,main-captions,images,baksidan av en stoppskylt med många klistermärken på den.,Baksidan av ett skylt med klistermärken på.,3.8,the back of a stop sign with many stickers on it,The back of a sign with stickers on
299,main-captions,images,Den svarta fågeln sitter på marken.,Baksidan av ett gris under ett träd med en ko i bakgrunden.,0.0,The black bird is sitting on the ground,The back of a pig under a tree with a cow in the background
301,main-captions,images,En katt sover på lila lakan.,En svartvit katt sover på en lila filt.,4.0,A cat sleeps on purple sheet,A black and white cat sleeps on a purple blanket
306,main-captions,images,Två vita hundar simmar i vattnet.,Fåglarna simmar i vattnet.,0.8,Two white dogs are swimming in the water,The birds are swimming in the water
310,main-captions,images,Fågeln sitter på grenen.,En röd och brun fågel ligger på grenar.,3.2,The bird is sitting on the branch,A red and brown bird is perched on branches
311,main-captions,images,En grupp människor som poserar i pälshattar.,En grupp cyklister i grönt och vitt med åskådare som tittar på.,0.0,A group of peoples posing in fur hats,A group of cyclists in green and white with spectators looking on
314,main-captions,images,En svartvit katt som leker med en ullkorg.,En svartvit katt som ligger på en filt.,1.8,A black and white cat playing with a wool basket,A black and white cat lying on a blanket
316,main-captions,images,En man som gör en wheelie på en mountainbike.,En kvinna som poserar vid en pelare med ett U2-tecken.,0.0,A man doing a wheelie on a mountain bike,A woman posing by a pillar with a U2 sign
319,main-captions,images,Ett vitt plan på landningsbanan.,Ett vitt schweiziskt flygplan närmar sig banan.,4.0,A white plane on the runway,A white Swiss airplane approaches the runway
320,main-captions,images,De vita ankorna står på marken.,En kvinna i en svart hatt står vid tunnelbanan.,0.0,The white ducks are standing on the ground,A woman in a black hat is standing by the subway
321,main-captions,images,En grupp människor äter vid ett bord utanför.,En grupp människor som sitter vid ett restaurangbord.,3.2,A group of people eat at a table outside,A group of people sitting at a restaurant table
324,main-captions,images,En grupp människor som sitter på en liten soffa bredvid ett kök.,En grupp människor som står nära ett litet barn som sitter på en häst.,1.0,A group of people sitting on a small sofa next to a kitchen,A group of people standing near a small child sitting on a horse
331,main-captions,images,En röd fågel och fyra andra fåglar som sitter i snön.,Fem fåglar står på snön.,2.8,A red bird and four other birds sitting in the snow,Five birds stand on the snow
339,main-captions,images,En bärbar dator och en datorskärm.,En bärbar dator och en PC på en arbetsstation.,2.6,A laptop computer and a computer monitor,A laptop and a PC at a workstation
344,main-captions,images,En närbild av en brun häst.,En närbild av en häst.,4.0,A close-up of a brown horse,A close-up of a horse
345,main-captions,images,Ett kontor med flera skrivbord och gröna väggar.,Litet kontor med ljusgröna väggar.,4.0,An office with multiple desks and green walls,Small office space with bright green walls
347,main-captions,images,En man på en motorcykel som utför en wheelie.,Motorcyklist som utför en wheelie bredvid en bil.,4.0,A man on a motorcycle performing a wheelie,Motorcyclist performing a wheelie next to a car
351,main-captions,images,En fågel som äter från en fågelmatare.,En gul fågel som äter frukt på en fågelmatare.,3.2,A bird eating from a bird feeder,A yellow bird eating fruit on a bird feeder
356,main-captions,images,Pojke som ligger på soffan med den lilla vita hunden.,En liten pojke som ligger på en soffa med en hund.,4.0,Boy lying on couch with small white dog,A small boy laying on a sofa with a dog
358,main-captions,images,Ett grått hus med en röd dörr.,Hus med en röd dörr.,3.4,A grey house with a red door,House with a red door
359,main-captions,images,En kvinna med en vit häst.,En kvinna som leder en vit häst.,3.8,A woman with a white horse,A woman leading a white horse
362,main-captions,images,De bruna och vita korna äter i tråg.,Bruna och vita kor äter från ett tråg.,4.8,The brown and white cows are eating in the trough,Brown and white cows are eating from a trough
363,main-captions,images,"En ung kvinna med utsträckta armar står framför en ""Going Places"" -buss.",Tjejen står framför bussens öppna dörr.,3.0,"A young woman with outstretched arms stands in front of a ""Going Places"" bus",The girl is standing in front of the open door of the bus
368,main-captions,images,En blå skoter parkerad på en trottoar.,En blå moped parkerad på trottoaren.,4.2,A blue scooter parked on a sidewalk,A blue moped parked on the sidewalk
375,main-captions,images,Mannen och två unga pojkar hoppar på en trampolin.,En man och två pojkar hoppar på en trampolin.,4.6,The man and two young boys jump on a trampoline,A man and two boys jump on a trampoline
379,main-captions,images,Fyra flickor i baddräkter spelar volleyboll på stranden.,Fyra kvinnor i bikini spelar volleyboll på stranden.,4.8,Four girls in swimsuits are playing volleyball at the beach,Four women in bikinis are playing volleyball on the beach
387,main-captions,images,En svart hund jagar två fåglar på havets strand.,En hund springer längs stranden vid havet.,2.6,A black dog is chasing two birds on the shore of the ocean,A dog is running along the beach beside the ocean
388,main-captions,images,En man och en kvinna på en bänk.,En man och en kvinna sitter på en parkbänk.,3.6,A man and a woman on a bench,A man and woman sit on a park bench
390,main-captions,images,Två hundar som slåss i snön.,Två hundar som står i snön.,2.4,Two dogs fighting in the snow,Two dogs standing in the snow
391,main-captions,images,Mannen och två unga pojkar hoppar på en trampolin.,En man och två pojkar studsar på en trampolin.,4.8,The man and two young boys jump on a trampoline,A man and two boys are bouncing on a trampoline
394,main-captions,images,En grupp människor står i sanden och tittar på vattnet.,En grupp människor står på stranden framför några båtar.,3.2,A group of people stand in the sand looking out at the water,A group of people are standing on the beach in front of some boats
396,main-captions,images,En liten vit hund springer över en gräsmatta.,En liten vit hund springer,3.2,A small white dog running across a lawn,A small white dog running
397,main-captions,images,Den vita och bruna hunden springer snabbt genom gräset.,Den stora vita hunden springer i gräset.,3.4,The white and brown dog is running quickly through the grass,The big white dog is running in the grass
398,main-captions,images,En svart hund springer i gräset.,Den svarta hunden springer genom gräset.,4.8,A black dog is running in the grass,The black dog is running through the grass
399,main-captions,images,En svartvit hund som simmar i klart vatten.,En liten svartvit hund simmar i vatten.,4.2,A black and white dog swimming in clear water,A small black and white dog is swimming in water
405,main-captions,images,En brun och vit hund fångar en tennisboll när han står på bakbenen.,den bruna och vita hunden bär en pinne i munnen.,1.8,A brown and white dog is catching a tennis ball while standing on its hind legs,the brown and white dog is carrying a stick in his mouth
411,main-captions,images,En svart hund springer genom snön.,Den svarta och bruna hunden springer genom snön.,4.0,A black dog is running through the snow,The black and brown dog is running through the snow
417,main-captions,images,En man och kvinna blåser bubblor.,En man och en kvinna i glasögon blåser bubblor.,4.2,A man and woman blow bubbles,A man and a woman in glasses blow bubbles
419,main-captions,images,En kvinna och en man roas av hörlurar.,En man och en kvinna som vilar efter träning.,1.2,A woman and a man are amused by headphones,A man and a woman resting after exercise
420,main-captions,images,Två flickor som går i havet.,två flickor som går på gatan,1.8,Two girls walking in the ocean,two girls walking in the street
429,main-captions,images,Mannen bär en svart skjorta och hatt och ler.,En man lyfter en liten flicka ovanför huvudet.,0.0,The man is wearing a black shirt and hat and smiling,A man is lifting a little girl above his head
432,main-captions,images,Tre hundar som leker i snön.,Tre hundar springer i snön.,4.2,Three dogs playing in the snow,Three dogs run in the snow
434,main-captions,images,Flera människor sitter runt en eld på natten.,En grupp människor sitter runt en brinnande eld på natten.,4.2,Several people are sitting around a fire at night,A group of people sit around a blazing fire at night
435,main-captions,images,Två hundar som slåss i snön.,Två hundar leker i snön.,3.2,Two dogs fighting in the snow,Two dogs play in the snow
436,main-captions,images,En grupp människor är i vattnet.,En grupp människor rider i ett lopp,0.6,A group of people are in the water,A group of people ride in a race
440,main-captions,images,En man hjälper en pojke att cykla.,Mannen hjälper pojken att cykla.,4.8,A man helps a boy ride a bike,The man helps the boy ride a bike
452,main-captions,images,En hund och en röd boll i luften.,En hund gräver ett hål i en trädgård.,1.0,A dog and a red ball in the air,A dog digs a hole in a yard
457,main-captions,images,En hund och en katt som lägger sig tillsammans.,Två grå hundar bär en pinne i vattnet.,0.6,A dog and cat laying down together,Two grey dogs are carrying a stick in the water
458,main-captions,images,En familj leker på stranden med sin hund.,En naken liten flicka som kastas i luften.,0.0,A family is playing on the beach with their dog,A naked little girl being thrown into the air
459,main-captions,images,en hund springer genom det långa gräset.,En hund lägger sig i det långa gröna gräset.,2.6,a dog runs through the long grass,A dog lays down in the long green grass
463,main-captions,images,En grupp människor i båtar tävlar mot kusten.,En grupp människor står tillsammans och poserar framför ett hus.,0.8,A group of people in boats racing towards the shore,A group of people stand together and pose in front of a house
471,main-captions,images,En person som bär dykutrustning simmar under vattnet.,En person dyker i mycket klart blått vatten.,3.8,A person wearing scuba gear is swimming underwater water,A person is scuba diving in very clear blue water
476,main-captions,images,Två bruna hundar jagar varandra i snön.,Två bruna hundar leker med varandra i snön.,4.2,Two brown dogs chase each other in the snow,Two brown dogs are playing with each other in the snow
478,main-captions,images,En hund med en pinne följer en annan hund genom vattnet.,En fyrhjulsdriven bil kör genom leran.,0.0,A dog with a stick follows another dog through the water,A four wheel drive car is driving through the mud
488,main-captions,images,En skidåkare hoppar i luften över ett snöfält nära en bergskedja.,En kvinna sitter nära en blomsterbädd med utsikt över en tunnel.,0.0,A skier is jumping in the air over a snowfield near a mountain range,A woman is sitting near a flower bed overlooking a tunnel
489,main-captions,images,Hundarna leker i snön.,Två hundar som leker på stranden.,1.8,The dogs are playing in the snow,Two dogs playing on the shore
491,main-captions,images,Två hundar springer på gräset framför träden.,En brun hund springer på gräset framför några träd.,2.8,Two dogs are running on the grass in front of the trees,A brown dog is running on the grass in front of some trees
492,main-captions,images,en ung pojke som klättrar på en stenmur,Fem vinthundar tävlar på en sandbana.,0.0,a young boy climbing on a rock wall.,Five greyhounds are racing on a sand track
497,main-captions,images,En guldfärgad hund hoppar runt i gräset medan han håller en pinne i munnen.,En svart hund springer genom gräset och bär något rött i munnen.,2.4,A golden colored dog jumps around in the grass while holding a stick in its mouth,A black dog is running through the grass carrying something red in its mouth
511,main-captions,track5.en-en,Kvinnan dricker saft och tittar på T.V.,Mannen sitter och dricker kaffe.,0.4,The woman is drinking lemonade and watching T.V,The man is sitting drinking coffee
520,main-captions,track5.en-en,Hundarna jagar en katt.,Hundarna jagar en svart katt.,4.4,The dogs are chasing a cat,The dogs are chasing a black cat
523,main-captions,track5.en-en,En person som sitter på ett kontor tar en bild.,En kvinna sitter på ett kontor.,3.2,A person sitting in an office takes a picture,A woman is sitting in an office
533,main-captions,track5.en-en,man på trappor,En man sitter på trappan.,4.0,Man on steps,A man sits on steps
538,main-captions,track5.en-en,En liten pojke dricker från ett juicepaket.,En pojke dricker från ett juicepaket.,4.8,A little boy is drinking from a juice packet,A boy is drinking from a juice packet
540,main-captions,track5.en-en,Cyklisten gör farliga stunts.,En cyklist gör stunts.,4.4,The biker is doing dangerous stunts,A biker is doing stunts
549,main-captions,track5.en-en,Män som tävlar i en tävling.,Två kvinnor tävlar i en tävling.,2.4,Men competing in a contest,Two women compete in a contest
563,main-captions,track5.en-en,En hund jagar kor.,En vit hund jagar kor.,4.0,A dog is chasing cows,A white dog is chasing cows
567,main-captions,track5.en-en,Fem barn står framför ett tält.,Folk sitter ute framför en trädgård.,0.6,Five kids are standing in front of a tent,People are out sitting in front of a garden
570,main-captions,track5.en-en,De förbereder sig för en föreställning i skolan.,Två läkare i grönt ser på något.,0.0,They are preparing for a performance at school,Two medical professionals in green look on at something
573,main-captions,track5.en-en,Kvinnan hade brunt hår.,Kvinnan har grått hår.,2.4,The woman had brown hair,The woman has gray hair
578,main-captions,track5.en-en,Det finns människor ute på gatan.,Människor är ute på gatan.,5.0,There are people out on the street,People are out on the street
580,main-captions,track5.en-en,En man kastar ett öre i en fontän.,En liten pojke kastar en man i vatten.,0.6,A man is throwing a penny into a fountain,A little boy is throwing a man in water
598,main-captions,track5.en-en,En man utför ett stunt utomhus.,En ung man på en strand utför skateboardstunts.,2.8,A man is performing a stunt outdoors,A young man on a beach is performing skateboard stunts
602,main-captions,track5.en-en,En helikopter gör sig redo att starta.,Flygplanet gör sig redo att starta.,2.8,A helicopter is getting ready to take off,The plane is getting ready to take off
606,main-captions,track5.en-en,En kvinna hoppar och poserar för kameran.,En kvinna poserar för kameran.,4.0,A woman jumps and poses for the camera,A woman poses for the camera
609,main-captions,track5.en-en,De två männen bär jeans.,De två männen har på sig byxor.,4.4,The two men are wearing jeans,The two men are wearing pants
613,main-captions,track5.en-en,Barnet är kvinnans barn.,Det finns en pojke och en flicka.,0.8,The child is the woman's kid,There is a boy and a girl
620,main-captions,track5.en-en,Ett par män går längs stranden.,Två män som står i bränningen på en strand.,2.6,A pair of men walk along the beach,Two men standing in the surf on a beach
623,main-captions,track5.en-en,mannen fångar en boll,En man sparkar en boll.,3.0,the man is catching a ball,A man is kicking a ball
624,main-captions,track5.en-en,Två män sitter i rummet.,Två män står i ett rum.,3.0,Two men are sitting in the room,Two men are standing in a room
626,main-forums,answers-forums,Du måste kontrollera de olika policyerna för varje utgivare för att se vad som är tillåtet och vad som inte är tillåtet.,Om du behöver publicera boken och du har hittat en förläggare som tillåter den.,3.0,You'll need to check the particular policies of each publisher to see what is allowed and what is not allowed,If you need to publish the book and you have found one publisher that allows it
639,main-forums,answers-forums,"Jag håller helt med Seteropere, ""Network Science"" är ett mycket brett ämne.",Jag skulle säga att du närmar dig det på fel sätt.,0.0,"I agree with Seteropere completely, ""Network Science"" is a very broad subject",I would say you are approaching it in the wrong way
698,main-forums,answers-forums,Jag håller med andra (och dig själv) om att jag aldrig har hört denna fras på engelska.,Jag har aldrig hört eller sett frasen du nämner.,4.0,I agree with others (and yourself) in that I have never heard this phrase in English,I have never heard or seen the phrase you mention
1222,main-news,MSRpar,Statssekreteraren Colin Powell sa att kontakterna med Iran inte skulle upphöra.,Statssekreteraren Colin Powell sade igår att kontakterna med Iran skulle fortsätta.,4.333,"Colin Powell, the Secretary of State, said contacts with Iran would not stop.",Secretary of State Colin Powell said yesterday that contacts with Iran would continue.
1320,main-news,headlines,"Clinton: USA, Europa måste göra mer mot tyranner","Clinton: USA, Europa måste arbeta för att besegra tyranner",4.4,"Clinton: US, Europe must do more against tyrants","Clinton: US, Europe Must Work to Defeat Tyrants"
1324,main-news,headlines,Malawi bekräftar presidentens död,Malawi bekräftar president Mutharikas död,4.0,Malawi confirms president's death,Malawi confirms President Mutharika's death
1420,main-news,headlines,Libyen ber FN: s säkerhetsråd om hjälp,Kerry uppmanar FN: s säkerhetsråd att agera om Syrien,2.4,Libya asks UN Security Council for help,Kerry Calls On UN Security Council to Act on Syria
1467,main-news,headlines,"4 dödade, 6 skadade i attacker i Irak","43 dödade, 86 sårade i attacker i Irak",2.4,"4 killed, 6 injured in attacks in Iraq","43 killed, 86 wounded in attacks in Iraq"
1492,main-news,headlines,Olja faller i asiatisk handel,Oljepriserna minskade i asiatisk handel,5.0,Oil falls in Asian trade,Oil prices down in Asian trade
